average,campus,course,course_title,detail,educators,faculty_title,grades/50-54%,grades/55-59%,grades/60-63%,grades/64-67%,grades/68-71%,grades/72-75%,grades/76-79%,grades/80-84%,grades/85-89%,grades/90-100%,grades/<50%,high,low,median,percentile_25,percentile_75,reported,section,session,subject,subject_title,year
71.6,UBCV,314,The Ocean Environment,,Leah May Ver,Faculty of Science,,,,,,,,,6,,,93,21,72,64,85,29,201,W,EOSC,Earth and Ocean Sciences,2021
67,UBCV,314,The Ocean Environment,,Leah May Ver,Faculty of Science,,,,,11,13,6,,,,,86,0,70,64.5,74,51,99A,W,EOSC,Earth and Ocean Sciences,2021
77.9,UBCV,315,The Ocean Ecosystem,,Michael Lipsen,Faculty of Science,,,,,,14,15,22,20,6,,97,46,80,73,85,92,101,W,EOSC,Earth and Ocean Sciences,2021
80.5,UBCV,315,The Ocean Ecosystem,,Michael Lipsen,Faculty of Science,,,,,10,11,14,31,23,42,,96,33,82,75,90,147,99C,W,EOSC,Earth and Ocean Sciences,2021
67.8,UBCV,320,Sedimentology,,Robert Marc Bustin,Faculty of Science,6,,,,,,,,,,,99,30,71.5,52.3,85.8,30,201,W,EOSC,Earth and Ocean Sciences,2021
74.2,UBCV,321,Igneous Petrology,,Maya Kopylova,Faculty of Science,,,,,,,,,8,,,91,3,80,70,86,25,101,W,EOSC,Earth and Ocean Sciences,2021
75.2,UBCV,322,Metamorphic Petrology,,Gregory Dipple;Simon Peacock,Faculty of Science,,,,,,,,,,6,,92,50,75,64.5,85.3,36,201,W,EOSC,Earth and Ocean Sciences,2021
74.3,UBCV,323,Structural Geology I,,Lori Kennedy;Lucy Porritt,Faculty of Science,,,,8,,,,7,7,7,,92,50,76,65,86,49,101,W,EOSC,Earth and Ocean Sciences,2021
75.9,UBCV,325,Principles of Physical Hydrogeology,,Ali Ameli,Faculty of Science,,,,,,,6,9,,8,,96,0,78,70,87,43,101,W,EOSC,Earth and Ocean Sciences,2021
78.9,UBCV,326,Earth and Life Through Time,,Stuart Sutherland;Laura Lukes,Faculty of Science,,,,,7,13,6,18,13,18,,96,40,80,72.8,87,84,101,W,EOSC,Earth and Ocean Sciences,2021
75.7,UBCV,326,Earth and Life Through Time,,Louise Longridge,Faculty of Science,,,,6,,9,12,13,24,12,6,98,0,80,70,86,97,99C,W,EOSC,Earth and Ocean Sciences,2021
76.4,UBCV,328,Field Geology,,Matthijs Smit;James Stewart Scoates;Kenneth Hickey;Joel Edward Saylor,Faculty of Science,,,,,,,9,9,,,,93,58,76,72,81,33,201,W,EOSC,Earth and Ocean Sciences,2021
76,UBCV,329,Quantitative Groundwater Hydrology,,Shane O'Neill;Ulrich Mayer,Faculty of Science,,,,6,6,11,9,13,7,9,,99,41,76.5,69,83,68,101,W,EOSC,Earth and Ocean Sciences,2021
79,UBCV,330,Principles of Geomorphology,,Scott Mcdougall;Shandin Pete,Faculty of Science,,,,,,,6,16,10,6,,95,55,80,74,85,54,101,W,EOSC,Earth and Ocean Sciences,2021
74.5,UBCV,331,Introduction to Mineral Deposits,,James Stewart Scoates;Kenneth Hickey,Faculty of Science,,,,,6,,,9,,,,93,45,75,69,82,29,101,W,EOSC,Earth and Ocean Sciences,2021
73.5,UBCV,332,Tectonic Evolution of North America,,Matthijs Smit,Faculty of Science,,,,6,6,,,,,,,90,65,71,67.3,78.5,22,201,W,EOSC,Earth and Ocean Sciences,2021
79.7,UBCV,333,Elemental and Isotopic Geochemistry,,Dominique Weis,Faculty of Science,,,,,,,,,,8,,93,45,85,70,90,21,201,W,EOSC,Earth and Ocean Sciences,2021
71.2,UBCV,340,Global Climate Change,,Rachel White;Philip Austin,Faculty of Science,,8,13,7,15,8,,6,12,9,,100,24,69,60,83.5,87,101,W,EOSC,Earth and Ocean Sciences,2021
80.6,UBCV,340,Global Climate Change,,Anais Orsi;Philip Austin,Faculty of Science,,,,7,8,12,12,20,27,27,,100,7,83,73.8,89,120,201,W,EOSC,Earth and Ocean Sciences,2021
77.8,UBCV,350,"Environmental, Geotechnical, and Exploration Geophysics I",,Joseph Capriotti,Faculty of Science,,,,,,8,6,6,8,6,,93,50,78,72,86,43,101,W,EOSC,Earth and Ocean Sciences,2021
80,UBCV,352,Geophysical Continuum Dynamics,,Christian Schoof,Faculty of Science,,,,,,,,,,,,91,63,82.5,73.8,87.5,8,201,W,EOSC,Earth and Ocean Sciences,2021
76.2,UBCV,354,Analysis of Time Series and Inverse Theory for Earth Scientists,,Reid Merrill,Faculty of Science,,,,,,,,,,,,86,60,78.5,73.3,83.8,10,101,W,EOSC,Earth and Ocean Sciences,2021
72.9,UBCV,372,Introductory Oceanography: Circulation and Plankton,,Stephanie Block;Kristin Orians;Maria Maldonado-Pareja,Faculty of Science,7,,10,16,7,19,13,26,12,13,,98,8,74,65,83,132,101,W,EOSC,Earth and Ocean Sciences,2021
68,UBCV,373,Introductory Oceanography: Climate and Ecosystems,,Khushboo Jhugroo;Stephanie Block;Kristin Orians;Maria Maldonado-Pareja,Faculty of Science,6,12,,7,12,7,,10,,,,94,30,68,58,76,69,201,W,EOSC,Earth and Ocean Sciences,2021
81.6,UBCV,420,Volcanology,,James Kelly Russell,Faculty of Science,,,,,,,,,,,,93,51,87,83,87,9,101,W,EOSC,Earth and Ocean Sciences,2021
80.8,UBCV,422,Structural Geology II,,Lori Kennedy,Faculty of Science,,,,,,,,,,,,95,40,87.5,75.5,90,10,201,W,EOSC,Earth and Ocean Sciences,2021
88.3,UBCV,424,Advanced Mineral Deposits,,James Stewart Scoates;Kenneth Hickey,Faculty of Science,,,,,,,,,9,6,,95,77,89,86,91,17,201,W,EOSC,Earth and Ocean Sciences,2021
81.1,UBCV,425,Paleontology,,Stuart Sutherland;Pablo Lacerda Silva,Faculty of Science,,,,,,,,,10,,,88,69,81,78,85,21,101,W,EOSC,Earth and Ocean Sciences,2021
89.4,UBCV,426,Fundamentals of Geomicrobiology,,Sean Crowe,Faculty of Science,,,,,,,,,10,19,,97,77,90,87,92.8,34,101,W,EOSC,Earth and Ocean Sciences,2021
84.8,UBCV,428,Field Techniques in Groundwater Hydrology,,Shane O'Neill;Ali Ameli,Faculty of Science,,,,,,,7,10,,13,,100,64,83,79,94.5,38,201,W,EOSC,Earth and Ocean Sciences,2021
80.9,UBCV,429,Groundwater Contamination,,Roger Beckie;Michael Zima,Faculty of Science,,,,,,6,6,15,16,12,,95,28,83.5,76,88,64,201,W,EOSC,Earth and Ocean Sciences,2021
77.6,UBCV,433,Geological Engineering Practice I - Rock Engineering,,Erik Eberhardt,Faculty of Science,,,,,,,,,,,,98,57,76.5,71.3,84.5,26,101,W,EOSC,Earth and Ocean Sciences,2021
81,UBCV,434,Geological Engineering Practice II - Soil Engineering,,Scott Mcdougall,Faculty of Science,,,,,,,,8,,,,90,68,82,77.5,87,23,201,W,EOSC,Earth and Ocean Sciences,2021
80.9,UBCV,442,Climate Measurement and Analysis,,Michael Lipsen,Faculty of Science,,,,,,,,6,,,,92,72,82,76,85,21,101,W,EOSC,Earth and Ocean Sciences,2021
75.9,UBCV,442,Climate Measurement and Analysis,,Michael Lipsen,Faculty of Science,,,,,,6,6,,9,8,,97,3,78,73.5,88,35,201,W,EOSC,Earth and Ocean Sciences,2021
81.5,UBCV,445,Engineering Design Project,,Susan Hollingshead,Faculty of Science,,,,,,,6,,,7,,93,65,83.5,76.3,89.8,26,001,W,EOSC,Earth and Ocean Sciences,2021
80.8,UBCV,470,Biological Oceanography,,Michael Lipsen,Faculty of Science,,,,,,,12,,11,6,,91,50,82,77,86,36,101,W,EOSC,Earth and Ocean Sciences,2021
79.9,UBCV,471,"Waves, Currents and Ocean Mixing",,Birgit Rogalla;Susan Elizabeth Allen,Faculty of Science,,,,,,,,,,,,95,61,79.5,74,85.3,16,101,W,EOSC,Earth and Ocean Sciences,2021
80.1,UBCV,472,Chemical Oceanography and Marine Geochemistry,,Kristin Orians,Faculty of Science,,,,,,,,,,,,97,61,82,72.5,86.5,19,201,W,EOSC,Earth and Ocean Sciences,2021
80.5,UBCV,473,Methods in Oceanography,,Brian Hunt;Samuel Stevens;Philippe Tortell,Faculty of Science,,,,,,,,,8,,,89,68,80,77,85.3,20,201,W,EOSC,Earth and Ocean Sciences,2021
78,UBCV,474,Marine Pollution,,Leah May Ver;Kristin Orians,Faculty of Science,,,,6,11,22,17,29,23,15,,93,0,80,73,85,128,101,W,EOSC,Earth and Ocean Sciences,2021
78.2,UBCV,475,Marine Microbiology,,Curtis Suttle,Faculty of Science,,,,6,,,,10,10,,,95,53,81,70,87,41,201,W,EOSC,Earth and Ocean Sciences,2021
84.9,UBCV,478,Introduction to Fisheries Science,,Gabriel Reygondeau,Faculty of Science,,,,,,,17,30,36,43,,99,59,86,81,90,139,101,W,EOSC,Earth and Ocean Sciences,2021
89,UBCV,510,"Data Analysis in Atmospheric, Earth and Ocean Sciences",,Sam Anderson,Faculty of Science,,,,,,,,,8,14,,94,80,90,85.5,92,26,101,W,EOSC,Earth and Ocean Sciences,2021
86.6,UBCV,511,"Numerical Techniques for Ocean, Atmosphere and Earth Scientists",,Rachel White;Susan Elizabeth Allen,Faculty of Science,,,,,,,,,10,,,92,83,86,85,89,17,201,W,EOSC,Earth and Ocean Sciences,2021
74.2,UBCV,512,Advanced Geophysical Fluid Dynamics,,Christian Schoof;Stephanie Block,Faculty of Science,,,,,,,,,,,,97,0,90.5,76.5,94,6,201,W,EOSC,Earth and Ocean Sciences,2021
88.3,UBCV,523,Isotope Geology,,Dominique Weis,Faculty of Science,,,,,,,,,,,,95,81,88,85.3,91.5,10,101,W,EOSC,Earth and Ocean Sciences,2021
86.5,UBCV,532,Field Laboratory in Groundwater Hydrology,,Shane O'Neill;Ali Ameli,Faculty of Science,,,,,,,,,,10,,97,0,95,94.5,96.5,11,201,W,EOSC,Earth and Ocean Sciences,2021
83.1,UBCV,533,Advanced Groundwater Hydrology,,Wojciech Zawadzki;Jennifer Levenick,Faculty of Science,,,,,,,7,,7,,,93,68,84.5,78,87,20,101,W,EOSC,Earth and Ocean Sciences,2021
83.1,UBCV,534,Geological Engineering: Soils and Weak Rocks,,Scott Mcdougall,Faculty of Science,,,,,,,,,,,,91,76,82.5,81,86,12,201,W,EOSC,Earth and Ocean Sciences,2021
85.8,UBCV,536,Advanced Rock Engineering,,Erik Eberhardt,Faculty of Science,,,,,,,,,,8,,98,75,87,79.5,91.5,19,101,W,EOSC,Earth and Ocean Sciences,2021
89.7,UBCV,541,Multi-component Reactive Transport Modelling in Groundwater,,Ulrich Mayer,Faculty of Science,,,,,,,,,,,,99,72,93,86.3,96,6,201,W,EOSC,Earth and Ocean Sciences,2021
88.1,UBCV,542,Advanced Volcanology,,James Kelly Russell,Faculty of Science,,,,,,,,,,,,95,81,89,84,92,7,101,W,EOSC,Earth and Ocean Sciences,2021
85.1,UBCV,543,Topics in Solid Earth Sciences,,Joel Edward Saylor,Faculty of Science,,,,,,,,,,,,87,82,87,82,87,8,101,W,EOSC,Earth and Ocean Sciences,2021
88.4,UBCV,547,Tunneling and Underground Engineering,,Erik Eberhardt,Faculty of Science,,,,,,,,,,11,,95,81,90,85,91,19,201,W,EOSC,Earth and Ocean Sciences,2021
90.9,UBCV,555,Nonlinear Inverse Theory,B,Eldad Haber,Faculty of Science,,,,,,,,,,7,,95,87,90,90,91.3,8,101,W,EOSC,Earth and Ocean Sciences,2021
87,UBCV,576,Inorganic Chemical Tracers in the Study of Marine Systems,,Kristin Orians,Faculty of Science,,,,,,,,,,,,95,81,86,83.5,90,7,201,W,EOSC,Earth and Ocean Sciences,2021
88.9,UBCV,595,Directed Studies,B,Anais Orsi,Faculty of Science,,,,,,,,,,7,,97,76,91,86.5,91.5,11,002,W,EOSC,Earth and Ocean Sciences,2021
92,UBCV,595,Directed Studies,F,Philippe Tortell;Stephanie Block;Lindsey Heagy;Michael Bostock;Matias Salibian-Barrera;Susan Elizabeth Allen;Raymond Tak-Yan Ng,Faculty of Science,,,,,,,,,,6,,96,86,92.5,91,93.8,8,201,W,EOSC,Earth and Ocean Sciences,2021
82.8,UBCV,301,Introduction to Educational Psychology,,Surita Jhangiani,Faculty of Education,,,,,,11,13,28,54,78,7,98,0,87,81,91,205,074,W,EPSE,Educational Psychology and Special Education,2021
88.9,UBCV,303,Teaching Highly Able Learners,,Chih Shen Lo,Faculty of Education,,,,,,,,,,26,,100,0,92,89.5,94.5,35,63A,W,EPSE,Educational Psychology and Special Education,2021
91.2,UBCV,303,Teaching Highly Able Learners,,Eva Leung,Faculty of Education,,,,,,,,,,26,,97,68,92,90.3,93,30,63B,W,EPSE,Educational Psychology and Special Education,2021
91.1,UBCV,312,Introduction to the Study of Exceptional Children,,Mary Heikkila,Faculty of Education,,,,,,,,,,29,,96,70,92,90,94,36,074,W,EPSE,Educational Psychology and Special Education,2021
93.9,UBCV,316,Learning Disabilities,,Carly Christensen,Faculty of Education,,,,,,,,,,8,,99,79,96,93,97,9,074,W,EPSE,Educational Psychology and Special Education,2021
93.1,UBCV,316,Learning Disabilities,,Mary Heikkila,Faculty of Education,,,,,,,,,,22,,98,88,93.5,91,95,26,075,W,EPSE,Educational Psychology and Special Education,2021
97.2,UBCV,320,Classroom Inclusion of Students who are Blind and Visually Impaired,,David Rathwell,Faculty of Education,,,,,,,,,,34,,100,80,98,96,100,36,63A,W,EPSE,Educational Psychology and Special Education,2021
96.8,UBCV,320,Classroom Inclusion of Students who are Blind and Visually Impaired,,David Rathwell,Faculty of Education,,,,,,,,,,32,,100,77,99.5,95.8,100,36,63C,W,EPSE,Educational Psychology and Special Education,2021
87.8,UBCV,348,Family-Centred Practice for Children with Special Needs,,Darcie-Anne Bailey,Faculty of Education,,,,,,,,6,13,12,,97,76,88,85,91,33,63A,W,EPSE,Educational Psychology and Special Education,2021
86.5,UBCV,348,Family-Centred Practice for Children with Special Needs,,Mary Stewart,Faculty of Education,,,,,,,,,,19,,98,17,92,85.5,94,31,63C,W,EPSE,Educational Psychology and Special Education,2021
90.1,UBCV,390,Special Topics,A,Chih Shen Lo,Faculty of Education,,,,,,,,,,17,,99,65,93,91,95,21,63C,W,EPSE,Educational Psychology and Special Education,2021
96.6,UBCV,403,Education of Students with Developmental Disabilities in Inclusive Settings,,Lara El Khatib,Faculty of Education,0,0,0,0,0,0,0,0,0,33,0,100,91,97,95,98,33,63A,W,EPSE,Educational Psychology and Special Education,2021
95.3,UBCV,403,Education of Students with Developmental Disabilities in Inclusive Settings,,Lara El Khatib,Faculty of Education,,,,,,,,,,32,,100,73,97,93.5,99,35,63B,W,EPSE,Educational Psychology and Special Education,2021
94,UBCV,403,Education of Students with Developmental Disabilities in Inclusive Settings,,Lara El Khatib,Faculty of Education,,,,,,,,,,32,,99,66,95,93,97,35,63D,W,EPSE,Educational Psychology and Special Education,2021
91.4,UBCV,403,Education of Students with Developmental Disabilities in Inclusive Settings,,Lara El Khatib,Faculty of Education,,,,,,,,,6,26,,99,73,92.5,88.8,95,36,63E,W,EPSE,Educational Psychology and Special Education,2021
91.2,UBCV,403,Education of Students with Developmental Disabilities in Inclusive Settings,,Vicki Rothstein,Faculty of Education,,,,,,,,,9,19,,98,78,92,88,94,29,63F,W,EPSE,Educational Psychology and Special Education,2021
93.2,UBCV,406,Typical and Atypical Development in Infants and Children,,Lara El Khatib,Faculty of Education,,,,,,,,,,29,,99,79,95,92,96,33,63A,W,EPSE,Educational Psychology and Special Education,2021
94.8,UBCV,406,Typical and Atypical Development in Infants and Children,,Lara El Khatib,Faculty of Education,,,,,,,,,,29,,99,71,96,94.5,96.5,31,63B,W,EPSE,Educational Psychology and Special Education,2021
92.2,UBCV,406,Typical and Atypical Development in Infants and Children,,Matthew Waugh,Faculty of Education,,,,,,,,,6,21,,99,67,94,89,97,29,63C,W,EPSE,Educational Psychology and Special Education,2021
90.3,UBCV,406,Typical and Atypical Development in Infants and Children,,Lara El Khatib,Faculty of Education,,,,,,,,,,26,,96,70,92,89.5,95,35,63D,W,EPSE,Educational Psychology and Special Education,2021
91.2,UBCV,406,Typical and Atypical Development in Infants and Children,,Lara El Khatib,Faculty of Education,,,,,,,,,,26,,98,73,93,91,94,33,63E,W,EPSE,Educational Psychology and Special Education,2021
85,UBCV,406,Typical and Atypical Development in Infants and Children,,Mary Stewart,Faculty of Education,,,,,,,,,,11,,98,63,86,80,93,23,63F,W,EPSE,Educational Psychology and Special Education,2021
92,UBCV,408,Educational Programming for Highly Able Learners,,Ginaya Peters,Faculty of Education,,,,,,,,,,25,,99,74,92,91,94,30,63C,W,EPSE,Educational Psychology and Special Education,2021
95.2,UBCV,408,Educational Programming for Highly Able Learners,,Kristi Lauridsen,Faculty of Education,,,,,,,,,,31,,100,81,96,93.5,98.5,35,63D,W,EPSE,Educational Psychology and Special Education,2021
95.1,UBCV,411,Augmentative and Alternative Communication for Individuals with Severe Speech and/or Physical Impairments,,Tammy Mceachern Hughes,Faculty of Education,,,,,,,,,,28,,98,86,96,94,97,29,074,W,EPSE,Educational Psychology and Special Education,2021
88.4,UBCV,421,Assessment of Learning Difficulties,,Alexandra Ruddy,Faculty of Education,,,,,,,,,,6,,97,81,90,84.5,91,11,074,W,EPSE,Educational Psychology and Special Education,2021
88.5,UBCV,426,Classroom Inclusion of Students Who are d/Deaf or Hard of Hearing,,Bonita Squires,Faculty of Education,,,,,,,,,8,19,,99,69,90,86,92,36,63A,W,EPSE,Educational Psychology and Special Education,2021
95.8,UBCV,432,Classroom Management,,Sunita Braich,Faculty of Education,,,,,,,,,,22,,100,51,98.5,97.8,100,24,63C,W,EPSE,Educational Psychology and Special Education,2021
95.3,UBCV,436,Survey of Behaviour Disorders in Children and Adolescents,,Carly Christensen,Faculty of Education,,,,,,,,,,29,,99,76,96,94.5,98,31,074,W,EPSE,Educational Psychology and Special Education,2021
91.1,UBCV,437,Interventions for Children and Adolescents with Behaviour Disorders,,Robert Vint,Faculty of Education,,,,,,,,,,31,,100,0,97,92.5,99,34,074,W,EPSE,Educational Psychology and Special Education,2021
94.5,UBCV,449,Education of Students with Autism,,Lara El Khatib,Faculty of Education,,,,,,,,,,35,,100,89,95,92.8,96.3,36,63A,W,EPSE,Educational Psychology and Special Education,2021
96.2,UBCV,449,Education of Students with Autism,,Lara El Khatib,Faculty of Education,,,,,,,,,,32,,100,87,98,94,99,35,63B,W,EPSE,Educational Psychology and Special Education,2021
95.6,UBCV,449,Education of Students with Autism,,Lara El Khatib,Faculty of Education,,,,,,,,,,33,,100,80,96,94.5,98,35,63C,W,EPSE,Educational Psychology and Special Education,2021
87.9,UBCV,449,Education of Students with Autism,,Thea Brain,Faculty of Education,,,,,,,,,7,18,,97,72,90,85,93,33,63D,W,EPSE,Educational Psychology and Special Education,2021
90.4,UBCV,449,Education of Students with Autism,,Nadine Trottier,Faculty of Education,,,,,,,,,,29,,100,0,95,91,97,35,63E,W,EPSE,Educational Psychology and Special Education,2021
94.3,UBCV,449,Education of Students with Autism,,Lara El Khatib,Faculty of Education,,,,,,,,,,31,,99,65,96,93.5,98,35,63F,W,EPSE,Educational Psychology and Special Education,2021
94.2,UBCV,481,Introduction to Research in Education,,Yue Chen,Faculty of Education,,,,,,,,,,13,,100,84,95,92.5,97,15,074,W,EPSE,Educational Psychology and Special Education,2021
76,UBCV,482,Introduction to Statistics for Research in Education,,Bozena Zdaniuk,Faculty of Education,,,,,,,,6,,,,92,32,82,77,84,13,074,W,EPSE,Educational Psychology and Special Education,2021
86.6,UBCV,482,Introduction to Statistics for Research in Education,,Bozena Zdaniuk,Faculty of Education,,,,,,,,,,6,,100,74,85,81,91.5,15,075,W,EPSE,Educational Psychology and Special Education,2021
92.9,UBCV,483,Reading and Interpreting Research in Education,,Oksana Bartosh,Faculty of Education,,,,,,,,,,20,,98,82,94,91.8,95.3,24,63A,W,EPSE,Educational Psychology and Special Education,2021
93.8,UBCV,501,"Seminar in Human Development, Learning and Culture",,Barbara Weber,Faculty of Education,,,,,,,,,,19,,97,87,94,93,95.3,20,074,W,EPSE,Educational Psychology and Special Education,2021
90.3,UBCV,503,"Cultural Perspectives on Learning, Development and Media",,Jennifer Vadeboncoeur,Faculty of Education,0,0,0,0,0,0,0,0,7,12,0,95,85,92,86,93,19,075,W,EPSE,Educational Psychology and Special Education,2021
89.4,UBCV,505,Foundations in Human Development: Infancy to Adulthood,,Surita Jhangiani,Faculty of Education,,,,,,,,,6,10,,97,79,90,87.3,91.8,18,075,W,EPSE,Educational Psychology and Special Education,2021
90.7,UBCV,507,Applied Child and Adolescent Psychopathology,,Matthew Daniel Lee,Faculty of Education,,,,,,,,,,,,93,86,91.5,89.5,92.8,6,074,W,EPSE,Educational Psychology and Special Education,2021
93.8,UBCV,512,Critical Issues in Special Education,,Mary Heikkila,Faculty of Education,,,,,,,,,,17,,98,87,94.5,92,96,18,074,W,EPSE,Educational Psychology and Special Education,2021
95.4,UBCV,512,Critical Issues in Special Education,,Carly Christensen,Faculty of Education,0,0,0,0,0,0,0,0,0,8,0,98,93,95.5,94,96.3,8,075,W,EPSE,Educational Psychology and Special Education,2021
90.3,UBCV,526,Seminar in Specific Learning Disabilities,,Sterett Mercer,Faculty of Education,,,,,,,,,,16,,94,67,91,90.5,93,19,074,W,EPSE,Educational Psychology and Special Education,2021
84.7,UBCV,528,Basic Principles of Measurement,,Anita Hubley,Faculty of Education,,,,,,,,,7,,,96,68,86,80,89.5,19,075,W,EPSE,Educational Psychology and Special Education,2021
92.6,UBCV,529,Development of Scales and Measures,,Anita Hubley,Faculty of Education,,,,,,,,,,13,,94,89,94,91,94,14,074,W,EPSE,Educational Psychology and Special Education,2021
98.5,UBCV,530,Seminar in Education of the Deaf and Hard of Hearing,,Joanna Cannon,Faculty of Education,0,0,0,0,0,0,0,0,0,10,0,100,94,99,98.3,99,10,074,W,EPSE,Educational Psychology and Special Education,2021
96.9,UBCV,536,Foundations of Education for Students with Visual Impairments,,Cay Holbrook,Faculty of Education,0,0,0,0,0,0,0,0,0,7,0,99,94,97,96,98,7,074,W,EPSE,Educational Psychology and Special Education,2021
94.6,UBCV,537,Programming in Orientation and Mobility,,Duncan Mcgregor,Faculty of Education,,,,,,,,,,15,,100,89,94.5,92.5,96.3,16,074,W,EPSE,Educational Psychology and Special Education,2021
92.3,UBCV,538,Seminar in Orientation and Mobility for the Blind,,Kim Zebehazy,Faculty of Education,,,,,,,,,,12,,98,84,93,90.5,94.5,15,075,W,EPSE,Educational Psychology and Special Education,2021
95.9,UBCV,549,Seminar in Autism,,Thea Brain,Faculty of Education,0,0,0,0,0,0,0,0,0,11,0,98,91,97,95,97,11,074,W,EPSE,Educational Psychology and Special Education,2021
92.8,UBCV,550,"Professional, Ethical and Legal Issues in School and Applied Child Psychology",,Allison Cloth,Faculty of Education,,,,,,,,,,11,,96,89,93,91.5,95,12,074,W,EPSE,Educational Psychology and Special Education,2021
85.2,UBCV,554,Practicum in Cognitive Assessment,,Simon Lisaingo,Faculty of Education,,,,,,,,,,,,95,50,91.5,89.5,93.5,6,074,W,EPSE,Educational Psychology and Special Education,2021
82.7,UBCV,555,Academic and Social-Emotional Assessment,,George Schanding,Faculty of Education,,,,,,,,,,,,91,54,87,86,90.3,6,074,W,EPSE,Educational Psychology and Special Education,2021
92.5,UBCV,556,Cognitive and Academic Assessment Practicum,,Simon Lisaingo;Laurie Ford,Faculty of Education,,,,,,,,,,9,,97,88,92,90.5,95.5,11,075,W,EPSE,Educational Psychology and Special Education,2021
91.5,UBCV,557,Social and Emotional Interventions with Children and Youth,,Helia Jafari,Faculty of Education,,,,,,,,,,,,94,89,91.5,90.3,92.8,6,074,W,EPSE,Educational Psychology and Special Education,2021
90,UBCV,561,Laboratory Practicum,F,Sharon To;Anusha Kassan,Faculty of Education,0,0,0,0,0,0,0,0,0,6,0,90,90,90,90,90,6,075,W,EPSE,Educational Psychology and Special Education,2021
90.7,UBCV,561,Laboratory Practicum,H,Sokyee Low,Faculty of Education,,,,,,,,,,,,92,89,91,89.3,92,6,075,W,EPSE,Educational Psychology and Special Education,2021
93.2,UBCV,565,Special Course in Subject Matter Field,I,Jennifer Katz,Faculty of Education,,,,,,,,,,8,,98,87,92,88.5,98,11,074,W,EPSE,Educational Psychology and Special Education,2021
85,UBCV,568,Applied Developmental Neuropsychology,,Anita Hubley,Faculty of Education,,,,,,,,,,,,92,75,88,82,88,7,075,W,EPSE,Educational Psychology and Special Education,2021
92.9,UBCV,572,Applications of Behaviour Analysis,,Vicki Floyd Knight,Faculty of Education,,,,,,,,,,14,,99,83,94,90,96,17,074,W,EPSE,Educational Psychology and Special Education,2021
81.7,UBCV,574,Principles of Behaviour Analysis,,Vicki Floyd Knight,Faculty of Education,,,,,,,,,12,,,91,41,85,82.3,86,22,074,W,EPSE,Educational Psychology and Special Education,2021
93.5,UBCV,575,Seminar in Instructional Methods for Persons with Significant Learning Challenges,,Richard Stock,Faculty of Education,,,,,,,,,,16,,98,78,95,91.5,96,19,074,W,EPSE,Educational Psychology and Special Education,2021
89.4,UBCV,576,Assessment and Positive Behaviour Support in School and Community Settings,,Joseph Lucyshyn,Faculty of Education,,,,,,,,,8,9,,94,84,89,88,91,18,074,W,EPSE,Educational Psychology and Special Education,2021
87.7,UBCV,577,Seminar in Assessment and Positive Behaviour Support in School and Community Settings,,Joseph Lucyshyn,Faculty of Education,,,,,,,,,9,6,,94,80,88,86,90,17,075,W,EPSE,Educational Psychology and Special Education,2021
87.2,UBCV,578,Ethics for Behaviour Analysts,,Joseph Lucyshyn,Faculty of Education,,,,,,,,,7,6,,94,80,87,85,90,17,075,W,EPSE,Educational Psychology and Special Education,2021
86.3,UBCV,581,"Special Topics in Measurement, Evaluation, and Research Methodology",B,Sandra Mathison,Faculty of Education,,,,,,,,,,,,100,75,80,78.8,100,8,074,W,EPSE,Educational Psychology and Special Education,2021
94.3,UBCV,584,Motivation in Education,,Nancy Perry,Faculty of Education,,,,,,,,,,17,,99,80,96,93,97,19,074,W,EPSE,Educational Psychology and Special Education,2021
92.2,UBCV,585,Social and Emotional Development in Education,,Jessica Trach,Faculty of Education,,,,,,,,,,15,,98,86,92.5,89.8,94.3,20,074,W,EPSE,Educational Psychology and Special Education,2021
93.3,UBCV,592,Experimental Designs and Analysis in Educational Research,,Edward Kroc,Faculty of Education,0,0,0,0,0,0,0,0,0,14,0,96,90,93,92,95.8,14,074,W,EPSE,Educational Psychology and Special Education,2021
92.9,UBCV,592,Experimental Designs and Analysis in Educational Research,,Amery Wu,Faculty of Education,,,,,,,,,,6,,97,84,95,91.5,95.5,7,075,W,EPSE,Educational Psychology and Special Education,2021
92.9,UBCV,592,Experimental Designs and Analysis in Educational Research,,Amery Wu,Faculty of Education,,,,,,,,,,10,,98,87,93,91,95.3,12,090,W,EPSE,Educational Psychology and Special Education,2021
88.9,UBCV,593,Design and Analysis of Research with Small Samples and Single Subjects,,Sarah Pastrana,Faculty of Education,,,,,,,,,,11,,94,69,91,89,92,17,074,W,EPSE,Educational Psychology and Special Education,2021
97.3,UBCV,594,Meta-Analysis: Quantitative Research Synthesis,,Edward Kroc,Faculty of Education,0,0,0,0,0,0,0,0,0,11,0,100,92,97,95.5,100,11,074,W,EPSE,Educational Psychology and Special Education,2021
88.5,UBCV,595,Qualitative Research Methods,,Sandra Mathison,Faculty of Education,,,,,,,,,,11,,99,70,91.5,82.3,94,20,074,W,EPSE,Educational Psychology and Special Education,2021
84.8,UBCV,595,Qualitative Research Methods,,Sandra Mathison,Faculty of Education,,,,,,,,,,,,94,72,86,80,91,13,075,W,EPSE,Educational Psychology and Special Education,2021
95.3,UBCV,596,Correlational Designs and Analysis in Educational Research,,Edward Kroc,Faculty of Education,,,,,,,,,,11,,98,88,96,92.8,98,12,074,W,EPSE,Educational Psychology and Special Education,2021
